radian measurement is represented as rad
	rad 	|	cos	|	sin	|	tan
	430035	|	-0.966	|	-0.259	|	0.268
	430050	|	-0.866	|	-0.5	|	0.577
	430065	|	-0.707	|	-0.707	|	1.0
	430080	|	-0.5	|	-0.866	|	1.732
	430095	|	-0.259	|	-0.966	|	3.732
	430110	|	0.0	|	-1.0	|	 UN 
	430125	|	0.259	|	-0.966	|	-3.732
	430140	|	0.5	|	-0.866	|	-1.732
	430155	|	0.707	|	-0.707	|	-1.0
	430170	|	0.866	|	-0.5	|	-0.577
	430185	|	0.966	|	-0.259	|	-0.268
	430200	|	1.0	|	0.0	|	0.0
	430215	|	0.966	|	0.259	|	0.268
	430230	|	0.866	|	0.5	|	0.577
	430245	|	0.707	|	0.707	|	1.0
	430260	|	0.5	|	0.866	|	1.732
	430275	|	0.259	|	0.966	|	3.732
	430290	|	0.0	|	1.0	|	 UN 
	430305	|	-0.259	|	0.966	|	-3.732
	430320	|	-0.5	|	0.866	|	-1.732
	430335	|	-0.707	|	0.707	|	-1.0
	430350	|	-0.866	|	0.5	|	-0.577
	430365	|	-0.966	|	0.259	|	-0.268
	430380	|	-1.0	|	0.0	|	0.0
	430395	|	-0.966	|	-0.259	|	0.268
	430410	|	-0.866	|	-0.5	|	0.577
	430425	|	-0.707	|	-0.707	|	1.0
	430440	|	-0.5	|	-0.866	|	1.732
	430455	|	-0.259	|	-0.966	|	3.732
	430470	|	0.0	|	-1.0	|	 UN 
	430485	|	0.259	|	-0.966	|	-3.732
	430500	|	0.5	|	-0.866	|	-1.732
	430515	|	0.707	|	-0.707	|	-1.0
	430530	|	0.866	|	-0.5	|	-0.577
	430545	|	0.966	|	-0.259	|	-0.268
	430560	|	1.0	|	0.0	|	0.0
	430575	|	0.966	|	0.259	|	0.268
	430590	|	0.866	|	0.5	|	0.577
	430605	|	0.707	|	0.707	|	1.0
	430620	|	0.5	|	0.866	|	1.732
	430635	|	0.259	|	0.966	|	3.732
	430650	|	0.0	|	1.0	|	 UN 
	430665	|	-0.259	|	0.966	|	-3.732
	430680	|	-0.5	|	0.866	|	-1.732
	430695	|	-0.707	|	0.707	|	-1.0
	430710	|	-0.866	|	0.5	|	-0.577
	430725	|	-0.966	|	0.259	|	-0.268
	430740	|	-1.0	|	0.0	|	0.0
	430755	|	-0.966	|	-0.259	|	0.268
	430770	|	-0.866	|	-0.5	|	0.577
	430785	|	-0.707	|	-0.707	|	1.0
	430800	|	-0.5	|	-0.866	|	1.732
	430815	|	-0.259	|	-0.966	|	3.732
	430830	|	0.0	|	-1.0	|	 UN 
	430845	|	0.259	|	-0.966	|	-3.732
	430860	|	0.5	|	-0.866	|	-1.732
	430875	|	0.707	|	-0.707	|	-1.0
	430890	|	0.866	|	-0.5	|	-0.577
	430905	|	0.966	|	-0.259	|	-0.268
	430920	|	1.0	|	0.0	|	0.0
	430935	|	0.966	|	0.259	|	0.268
	430950	|	0.866	|	0.5	|	0.577
	430965	|	0.707	|	0.707	|	1.0
	430980	|	0.5	|	0.866	|	1.732
	430995	|	0.259	|	0.966	|	3.732
	431010	|	0.0	|	1.0	|	 UN 
	431025	|	-0.259	|	0.966	|	-3.732
	431040	|	-0.5	|	0.866	|	-1.732
	431055	|	-0.707	|	0.707	|	-1.0
	431070	|	-0.866	|	0.5	|	-0.577
	431085	|	-0.966	|	0.259	|	-0.268
	431100	|	-1.0	|	0.0	|	0.0
	431115	|	-0.966	|	-0.259	|	0.268
	431130	|	-0.866	|	-0.5	|	0.577
	431145	|	-0.707	|	-0.707	|	1.0
	431160	|	-0.5	|	-0.866	|	1.732
	431175	|	-0.259	|	-0.966	|	3.732
	431190	|	0.0	|	-1.0	|	 UN 
	431205	|	0.259	|	-0.966	|	-3.732
	431220	|	0.5	|	-0.866	|	-1.732
	431235	|	0.707	|	-0.707	|	-1.0
	431250	|	0.866	|	-0.5	|	-0.577
	431265	|	0.966	|	-0.259	|	-0.268
	431280	|	1.0	|	0.0	|	0.0
	431295	|	0.966	|	0.259	|	0.268
	431310	|	0.866	|	0.5	|	0.577
	431325	|	0.707	|	0.707	|	1.0
	431340	|	0.5	|	0.866	|	1.732
	431355	|	0.259	|	0.966	|	3.732
	431370	|	0.0	|	1.0	|	 UN 
	431385	|	-0.259	|	0.966	|	-3.732
	431400	|	-0.5	|	0.866	|	-1.732
	431415	|	-0.707	|	0.707	|	-1.0
	431430	|	-0.866	|	0.5	|	-0.577
	431445	|	-0.966	|	0.259	|	-0.268
	431460	|	-1.0	|	0.0	|	0.0
	431475	|	-0.966	|	-0.259	|	0.268
	431490	|	-0.866	|	-0.5	|	0.577
	431505	|	-0.707	|	-0.707	|	1.0
	431520	|	-0.5	|	-0.866	|	1.732
	431535	|	-0.259	|	-0.966	|	3.732
	431550	|	0.0	|	-1.0	|	 UN 
	431565	|	0.259	|	-0.966	|	-3.732
	431580	|	0.5	|	-0.866	|	-1.732
	431595	|	0.707	|	-0.707	|	-1.0
	431610	|	0.866	|	-0.5	|	-0.577
	431625	|	0.966	|	-0.259	|	-0.268
	431640	|	1.0	|	0.0	|	0.0
	431655	|	0.966	|	0.259	|	0.268
	431670	|	0.866	|	0.5	|	0.577
	431685	|	0.707	|	0.707	|	1.0
	431700	|	0.5	|	0.866	|	1.732
	431715	|	0.259	|	0.966	|	3.732
	431730	|	0.0	|	1.0	|	 UN 
	431745	|	-0.259	|	0.966	|	-3.732
	431760	|	-0.5	|	0.866	|	-1.732
	431775	|	-0.707	|	0.707	|	-1.0
	431790	|	-0.866	|	0.5	|	-0.577
	431805	|	-0.966	|	0.259	|	-0.268
	431820	|	-1.0	|	0.0	|	0.0
	431835	|	-0.966	|	-0.259	|	0.268
	431850	|	-0.866	|	-0.5	|	0.577
	431865	|	-0.707	|	-0.707	|	1.0
	431880	|	-0.5	|	-0.866	|	1.732
	431895	|	-0.259	|	-0.966	|	3.732
	431910	|	0.0	|	-1.0	|	 UN 
	431925	|	0.259	|	-0.966	|	-3.732
	431940	|	0.5	|	-0.866	|	-1.732
	431955	|	0.707	|	-0.707	|	-1.0
	431970	|	0.866	|	-0.5	|	-0.577
	431985	|	0.966	|	-0.259	|	-0.268
	432000	|	1.0	|	0.0	|	0.0
	432015	|	0.966	|	0.259	|	0.268
	432030	|	0.866	|	0.5	|	0.577
	432045	|	0.707	|	0.707	|	1.0
	432060	|	0.5	|	0.866	|	1.732
	432075	|	0.259	|	0.966	|	3.732
	432090	|	0.0	|	1.0	|	 UN 
	432105	|	-0.259	|	0.966	|	-3.732
	432120	|	-0.5	|	0.866	|	-1.732
	432135	|	-0.707	|	0.707	|	-1.0
	432150	|	-0.866	|	0.5	|	-0.577
	432165	|	-0.966	|	0.259	|	-0.268
	432180	|	-1.0	|	0.0	|	0.0
	432195	|	-0.966	|	-0.259	|	0.268
	432210	|	-0.866	|	-0.5	|	0.577
	432225	|	-0.707	|	-0.707	|	1.0
	432240	|	-0.5	|	-0.866	|	1.732
	432255	|	-0.259	|	-0.966	|	3.732
	432270	|	0.0	|	-1.0	|	 UN 
	432285	|	0.259	|	-0.966	|	-3.732
	432300	|	0.5	|	-0.866	|	-1.732
	432315	|	0.707	|	-0.707	|	-1.0
	432330	|	0.866	|	-0.5	|	-0.577
	432345	|	0.966	|	-0.259	|	-0.268
	432360	|	1.0	|	0.0	|	0.0
	432375	|	0.966	|	0.259	|	0.268
	432390	|	0.866	|	0.5	|	0.577
	432405	|	0.707	|	0.707	|	1.0
	432420	|	0.5	|	0.866	|	1.732
	432435	|	0.259	|	0.966	|	3.732
	432450	|	0.0	|	1.0	|	 UN 
	432465	|	-0.259	|	0.966	|	-3.732
	432480	|	-0.5	|	0.866	|	-1.732
	432495	|	-0.707	|	0.707	|	-1.0
	432510	|	-0.866	|	0.5	|	-0.577
	432525	|	-0.966	|	0.259	|	-0.268
	432540	|	-1.0	|	0.0	|	0.0
	432555	|	-0.966	|	-0.259	|	0.268
	432570	|	-0.866	|	-0.5	|	0.577
	432585	|	-0.707	|	-0.707	|	1.0
	432600	|	-0.5	|	-0.866	|	1.732
	432615	|	-0.259	|	-0.966	|	3.732
	432630	|	0.0	|	-1.0	|	 UN 
	432645	|	0.259	|	-0.966	|	-3.732
	432660	|	0.5	|	-0.866	|	-1.732
	432675	|	0.707	|	-0.707	|	-1.0
	432690	|	0.866	|	-0.5	|	-0.577
	432705	|	0.966	|	-0.259	|	-0.268
	432720	|	1.0	|	0.0	|	0.0
	432735	|	0.966	|	0.259	|	0.268
	432750	|	0.866	|	0.5	|	0.577
	432765	|	0.707	|	0.707	|	1.0
	432780	|	0.5	|	0.866	|	1.732
	432795	|	0.259	|	0.966	|	3.732
	432810	|	0.0	|	1.0	|	 UN 
	432825	|	-0.259	|	0.966	|	-3.732
	432840	|	-0.5	|	0.866	|	-1.732
	432855	|	-0.707	|	0.707	|	-1.0
	432870	|	-0.866	|	0.5	|	-0.577
	432885	|	-0.966	|	0.259	|	-0.268
	432900	|	-1.0	|	0.0	|	0.0
	432915	|	-0.966	|	-0.259	|	0.268
	432930	|	-0.866	|	-0.5	|	0.577
	432945	|	-0.707	|	-0.707	|	1.0
	432960	|	-0.5	|	-0.866	|	1.732
	432975	|	-0.259	|	-0.966	|	3.732
	432990	|	0.0	|	-1.0	|	 UN 
	433005	|	0.259	|	-0.966	|	-3.732
	433020	|	0.5	|	-0.866	|	-1.732
	433035	|	0.707	|	-0.707	|	-1.0
	433050	|	0.866	|	-0.5	|	-0.577
	433065	|	0.966	|	-0.259	|	-0.268
	433080	|	1.0	|	0.0	|	0.0
	433095	|	0.966	|	0.259	|	0.268
	433110	|	0.866	|	0.5	|	0.577
	433125	|	0.707	|	0.707	|	1.0
	433140	|	0.5	|	0.866	|	1.732
	433155	|	0.259	|	0.966	|	3.732
	433170	|	0.0	|	1.0	|	 UN 
	433185	|	-0.259	|	0.966	|	-3.732
	433200	|	-0.5	|	0.866	|	-1.732
	433215	|	-0.707	|	0.707	|	-1.0
	433230	|	-0.866	|	0.5	|	-0.577
	433245	|	-0.966	|	0.259	|	-0.268
	433260	|	-1.0	|	0.0	|	0.0
	433275	|	-0.966	|	-0.259	|	0.268
	433290	|	-0.866	|	-0.5	|	0.577
	433305	|	-0.707	|	-0.707	|	1.0
	433320	|	-0.5	|	-0.866	|	1.732
	433335	|	-0.259	|	-0.966	|	3.732
	433350	|	0.0	|	-1.0	|	 UN 
	433365	|	0.259	|	-0.966	|	-3.732
	433380	|	0.5	|	-0.866	|	-1.732
	433395	|	0.707	|	-0.707	|	-1.0
	433410	|	0.866	|	-0.5	|	-0.577
	433425	|	0.966	|	-0.259	|	-0.268
	433440	|	1.0	|	0.0	|	0.0
	433455	|	0.966	|	0.259	|	0.268
	433470	|	0.866	|	0.5	|	0.577
	433485	|	0.707	|	0.707	|	1.0
	433500	|	0.5	|	0.866	|	1.732
	433515	|	0.259	|	0.966	|	3.732
	433530	|	0.0	|	1.0	|	 UN 
	433545	|	-0.259	|	0.966	|	-3.732
	433560	|	-0.5	|	0.866	|	-1.732
	433575	|	-0.707	|	0.707	|	-1.0
	433590	|	-0.866	|	0.5	|	-0.577
	433605	|	-0.966	|	0.259	|	-0.268
	433620	|	-1.0	|	0.0	|	0.0
	433635	|	-0.966	|	-0.259	|	0.268
	433650	|	-0.866	|	-0.5	|	0.577
	433665	|	-0.707	|	-0.707	|	1.0
	433680	|	-0.5	|	-0.866	|	1.732
	433695	|	-0.259	|	-0.966	|	3.732
	433710	|	0.0	|	-1.0	|	 UN 
	433725	|	0.259	|	-0.966	|	-3.732
	433740	|	0.5	|	-0.866	|	-1.732
	433755	|	0.707	|	-0.707	|	-1.0
	433770	|	0.866	|	-0.5	|	-0.577
	433785	|	0.966	|	-0.259	|	-0.268
	433800	|	1.0	|	0.0	|	0.0
	433815	|	0.966	|	0.259	|	0.268
	433830	|	0.866	|	0.5	|	0.577
	433845	|	0.707	|	0.707	|	1.0
	433860	|	0.5	|	0.866	|	1.732
	433875	|	0.259	|	0.966	|	3.732
	433890	|	0.0	|	1.0	|	 UN 
	433905	|	-0.259	|	0.966	|	-3.732
	433920	|	-0.5	|	0.866	|	-1.732
	433935	|	-0.707	|	0.707	|	-1.0
	433950	|	-0.866	|	0.5	|	-0.577
	433965	|	-0.966	|	0.259	|	-0.268
	433980	|	-1.0	|	0.0	|	0.0
	433995	|	-0.966	|	-0.259	|	0.268
	434010	|	-0.866	|	-0.5	|	0.577
	434025	|	-0.707	|	-0.707	|	1.0
	434040	|	-0.5	|	-0.866	|	1.732
	434055	|	-0.259	|	-0.966	|	3.732
	434070	|	0.0	|	-1.0	|	 UN 
	434085	|	0.259	|	-0.966	|	-3.732
	434100	|	0.5	|	-0.866	|	-1.732
	434115	|	0.707	|	-0.707	|	-1.0
	434130	|	0.866	|	-0.5	|	-0.577
	434145	|	0.966	|	-0.259	|	-0.268
	434160	|	1.0	|	0.0	|	0.0
	434175	|	0.966	|	0.259	|	0.268
	434190	|	0.866	|	0.5	|	0.577
	434205	|	0.707	|	0.707	|	1.0
	434220	|	0.5	|	0.866	|	1.732
	434235	|	0.259	|	0.966	|	3.732
	434250	|	0.0	|	1.0	|	 UN 
	434265	|	-0.259	|	0.966	|	-3.732
	434280	|	-0.5	|	0.866	|	-1.732
	434295	|	-0.707	|	0.707	|	-1.0
	434310	|	-0.866	|	0.5	|	-0.577
	434325	|	-0.966	|	0.259	|	-0.268
	434340	|	-1.0	|	0.0	|	0.0
	434355	|	-0.966	|	-0.259	|	0.268
	434370	|	-0.866	|	-0.5	|	0.577
	434385	|	-0.707	|	-0.707	|	1.0
	434400	|	-0.5	|	-0.866	|	1.732
	434415	|	-0.259	|	-0.966	|	3.732
	434430	|	0.0	|	-1.0	|	 UN 
	434445	|	0.259	|	-0.966	|	-3.732
	434460	|	0.5	|	-0.866	|	-1.732
	434475	|	0.707	|	-0.707	|	-1.0
	434490	|	0.866	|	-0.5	|	-0.577
	434505	|	0.966	|	-0.259	|	-0.268
	434520	|	1.0	|	0.0	|	0.0
	434535	|	0.966	|	0.259	|	0.268
	434550	|	0.866	|	0.5	|	0.577
	434565	|	0.707	|	0.707	|	1.0
	434580	|	0.5	|	0.866	|	1.732
	434595	|	0.259	|	0.966	|	3.732
	434610	|	0.0	|	1.0	|	 UN 
	434625	|	-0.259	|	0.966	|	-3.732
	434640	|	-0.5	|	0.866	|	-1.732
	434655	|	-0.707	|	0.707	|	-1.0
	434670	|	-0.866	|	0.5	|	-0.577
	434685	|	-0.966	|	0.259	|	-0.268
	434700	|	-1.0	|	0.0	|	0.0
	434715	|	-0.966	|	-0.259	|	0.268
	434730	|	-0.866	|	-0.5	|	0.577
	434745	|	-0.707	|	-0.707	|	1.0
	434760	|	-0.5	|	-0.866	|	1.732
	434775	|	-0.259	|	-0.966	|	3.732
	434790	|	0.0	|	-1.0	|	 UN 
	434805	|	0.259	|	-0.966	|	-3.732
	434820	|	0.5	|	-0.866	|	-1.732
	434835	|	0.707	|	-0.707	|	-1.0
	434850	|	0.866	|	-0.5	|	-0.577
	434865	|	0.966	|	-0.259	|	-0.268
	434880	|	1.0	|	0.0	|	0.0
	434895	|	0.966	|	0.259	|	0.268
	434910	|	0.866	|	0.5	|	0.577
	434925	|	0.707	|	0.707	|	1.0
	434940	|	0.5	|	0.866	|	1.732
	434955	|	0.259	|	0.966	|	3.732
	434970	|	0.0	|	1.0	|	 UN 
	434985	|	-0.259	|	0.966	|	-3.732
	435000	|	-0.5	|	0.866	|	-1.732
	435015	|	-0.707	|	0.707	|	-1.0
	435030	|	-0.866	|	0.5	|	-0.577
	435045	|	-0.966	|	0.259	|	-0.268
	435060	|	-1.0	|	0.0	|	0.0
	435075	|	-0.966	|	-0.259	|	0.268
	435090	|	-0.866	|	-0.5	|	0.577
	435105	|	-0.707	|	-0.707	|	1.0
	435120	|	-0.5	|	-0.866	|	1.732
	435135	|	-0.259	|	-0.966	|	3.732
	435150	|	0.0	|	-1.0	|	 UN 
	435165	|	0.259	|	-0.966	|	-3.732
	435180	|	0.5	|	-0.866	|	-1.732
	435195	|	0.707	|	-0.707	|	-1.0
	435210	|	0.866	|	-0.5	|	-0.577
	435225	|	0.966	|	-0.259	|	-0.268
	435240	|	1.0	|	0.0	|	0.0
	435255	|	0.966	|	0.259	|	0.268
	435270	|	0.866	|	0.5	|	0.577
	435285	|	0.707	|	0.707	|	1.0
	435300	|	0.5	|	0.866	|	1.732
	435315	|	0.259	|	0.966	|	3.732
	435330	|	0.0	|	1.0	|	 UN 
	435345	|	-0.259	|	0.966	|	-3.732
	435360	|	-0.5	|	0.866	|	-1.732
	435375	|	-0.707	|	0.707	|	-1.0
	435390	|	-0.866	|	0.5	|	-0.577
	435405	|	-0.966	|	0.259	|	-0.268
	435420	|	-1.0	|	0.0	|	0.0
	435435	|	-0.966	|	-0.259	|	0.268
	435450	|	-0.866	|	-0.5	|	0.577
	435465	|	-0.707	|	-0.707	|	1.0
	435480	|	-0.5	|	-0.866	|	1.732
	435495	|	-0.259	|	-0.966	|	3.732
	435510	|	0.0	|	-1.0	|	 UN 
	435525	|	0.259	|	-0.966	|	-3.732
	435540	|	0.5	|	-0.866	|	-1.732
	435555	|	0.707	|	-0.707	|	-1.0
	435570	|	0.866	|	-0.5	|	-0.577
	435585	|	0.966	|	-0.259	|	-0.268
	435600	|	1.0	|	0.0	|	0.0
	435615	|	0.966	|	0.259	|	0.268
	435630	|	0.866	|	0.5	|	0.577
	435645	|	0.707	|	0.707	|	1.0
	435660	|	0.5	|	0.866	|	1.732
	435675	|	0.259	|	0.966	|	3.732
	435690	|	0.0	|	1.0	|	 UN 
	435705	|	-0.259	|	0.966	|	-3.732
	435720	|	-0.5	|	0.866	|	-1.732
	435735	|	-0.707	|	0.707	|	-1.0
	435750	|	-0.866	|	0.5	|	-0.577
	435765	|	-0.966	|	0.259	|	-0.268
	435780	|	-1.0	|	0.0	|	0.0
	435795	|	-0.966	|	-0.259	|	0.268
	435810	|	-0.866	|	-0.5	|	0.577
	435825	|	-0.707	|	-0.707	|	1.0
	435840	|	-0.5	|	-0.866	|	1.732
	435855	|	-0.259	|	-0.966	|	3.732
	435870	|	0.0	|	-1.0	|	 UN 
	435885	|	0.259	|	-0.966	|	-3.732
	435900	|	0.5	|	-0.866	|	-1.732
	435915	|	0.707	|	-0.707	|	-1.0
	435930	|	0.866	|	-0.5	|	-0.577
	435945	|	0.966	|	-0.259	|	-0.268
	435960	|	1.0	|	0.0	|	0.0
	435975	|	0.966	|	0.259	|	0.268
	435990	|	0.866	|	0.5	|	0.577
	436005	|	0.707	|	0.707	|	1.0
	436020	|	0.5	|	0.866	|	1.732
	436035	|	0.259	|	0.966	|	3.732
	436050	|	0.0	|	1.0	|	 UN 
	436065	|	-0.259	|	0.966	|	-3.732
	436080	|	-0.5	|	0.866	|	-1.732
	436095	|	-0.707	|	0.707	|	-1.0
	436110	|	-0.866	|	0.5	|	-0.577
	436125	|	-0.966	|	0.259	|	-0.268
	436140	|	-1.0	|	0.0	|	0.0
	436155	|	-0.966	|	-0.259	|	0.268
	436170	|	-0.866	|	-0.5	|	0.577
	436185	|	-0.707	|	-0.707	|	1.0
	436200	|	-0.5	|	-0.866	|	1.732
	436215	|	-0.259	|	-0.966	|	3.732
	436230	|	0.0	|	-1.0	|	 UN 
	436245	|	0.259	|	-0.966	|	-3.732
	436260	|	0.5	|	-0.866	|	-1.732
	436275	|	0.707	|	-0.707	|	-1.0
	436290	|	0.866	|	-0.5	|	-0.577
	436305	|	0.966	|	-0.259	|	-0.268
	436320	|	1.0	|	0.0	|	0.0
	436335	|	0.966	|	0.259	|	0.268
	436350	|	0.866	|	0.5	|	0.577
	436365	|	0.707	|	0.707	|	1.0
	436380	|	0.5	|	0.866	|	1.732
	436395	|	0.259	|	0.966	|	3.732
	436410	|	0.0	|	1.0	|	 UN 
	436425	|	-0.259	|	0.966	|	-3.732
	436440	|	-0.5	|	0.866	|	-1.732
	436455	|	-0.707	|	0.707	|	-1.0
	436470	|	-0.866	|	0.5	|	-0.577
	436485	|	-0.966	|	0.259	|	-0.268
	436500	|	-1.0	|	0.0	|	0.0
	436515	|	-0.966	|	-0.259	|	0.268
	436530	|	-0.866	|	-0.5	|	0.577
	436545	|	-0.707	|	-0.707	|	1.0
	436560	|	-0.5	|	-0.866	|	1.732
	436575	|	-0.259	|	-0.966	|	3.732
	436590	|	0.0	|	-1.0	|	 UN 
	436605	|	0.259	|	-0.966	|	-3.732
	436620	|	0.5	|	-0.866	|	-1.732
	436635	|	0.707	|	-0.707	|	-1.0
	436650	|	0.866	|	-0.5	|	-0.577
	436665	|	0.966	|	-0.259	|	-0.268
	436680	|	1.0	|	0.0	|	0.0
	436695	|	0.966	|	0.259	|	0.268
	436710	|	0.866	|	0.5	|	0.577
	436725	|	0.707	|	0.707	|	1.0
	436740	|	0.5	|	0.866	|	1.732
	436755	|	0.259	|	0.966	|	3.732
	436770	|	0.0	|	1.0	|	 UN 
	436785	|	-0.259	|	0.966	|	-3.732
	436800	|	-0.5	|	0.866	|	-1.732
	436815	|	-0.707	|	0.707	|	-1.0
	436830	|	-0.866	|	0.5	|	-0.577
	436845	|	-0.966	|	0.259	|	-0.268
	436860	|	-1.0	|	0.0	|	0.0
	436875	|	-0.966	|	-0.259	|	0.268
	436890	|	-0.866	|	-0.5	|	0.577
	436905	|	-0.707	|	-0.707	|	1.0
	436920	|	-0.5	|	-0.866	|	1.732
	436935	|	-0.259	|	-0.966	|	3.732
	436950	|	0.0	|	-1.0	|	 UN 
	436965	|	0.259	|	-0.966	|	-3.732
	436980	|	0.5	|	-0.866	|	-1.732
	436995	|	0.707	|	-0.707	|	-1.0
	437010	|	0.866	|	-0.5	|	-0.577
	437025	|	0.966	|	-0.259	|	-0.268
	437040	|	1.0	|	0.0	|	0.0
	437055	|	0.966	|	0.259	|	0.268
	437070	|	0.866	|	0.5	|	0.577
	437085	|	0.707	|	0.707	|	1.0
	437100	|	0.5	|	0.866	|	1.732
	437115	|	0.259	|	0.966	|	3.732
	437130	|	0.0	|	1.0	|	 UN 
	437145	|	-0.259	|	0.966	|	-3.732
	437160	|	-0.5	|	0.866	|	-1.732
	437175	|	-0.707	|	0.707	|	-1.0
	437190	|	-0.866	|	0.5	|	-0.577
	437205	|	-0.966	|	0.259	|	-0.268
	437220	|	-1.0	|	0.0	|	0.0
	437235	|	-0.966	|	-0.259	|	0.268
	437250	|	-0.866	|	-0.5	|	0.577
	437265	|	-0.707	|	-0.707	|	1.0
	437280	|	-0.5	|	-0.866	|	1.732
	437295	|	-0.259	|	-0.966	|	3.732
	437310	|	0.0	|	-1.0	|	 UN 
	437325	|	0.259	|	-0.966	|	-3.732
	437340	|	0.5	|	-0.866	|	-1.732
	437355	|	0.707	|	-0.707	|	-1.0
	437370	|	0.866	|	-0.5	|	-0.577
	437385	|	0.966	|	-0.259	|	-0.268
	437400	|	1.0	|	0.0	|	0.0
	437415	|	0.966	|	0.259	|	0.268
	437430	|	0.866	|	0.5	|	0.577
	437445	|	0.707	|	0.707	|	1.0
	437460	|	0.5	|	0.866	|	1.732
	437475	|	0.259	|	0.966	|	3.732
	437490	|	0.0	|	1.0	|	 UN 
	437505	|	-0.259	|	0.966	|	-3.732
	437520	|	-0.5	|	0.866	|	-1.732
	437535	|	-0.707	|	0.707	|	-1.0
	437550	|	-0.866	|	0.5	|	-0.577
	437565	|	-0.966	|	0.259	|	-0.268
	437580	|	-1.0	|	0.0	|	0.0
	437595	|	-0.966	|	-0.259	|	0.268
	437610	|	-0.866	|	-0.5	|	0.577
	437625	|	-0.707	|	-0.707	|	1.0
	437640	|	-0.5	|	-0.866	|	1.732
	437655	|	-0.259	|	-0.966	|	3.732
	437670	|	0.0	|	-1.0	|	 UN 
	437685	|	0.259	|	-0.966	|	-3.732
	437700	|	0.5	|	-0.866	|	-1.732
	437715	|	0.707	|	-0.707	|	-1.0
	437730	|	0.866	|	-0.5	|	-0.577
	437745	|	0.966	|	-0.259	|	-0.268
	437760	|	1.0	|	0.0	|	0.0
	437775	|	0.966	|	0.259	|	0.268
	437790	|	0.866	|	0.5	|	0.577
	437805	|	0.707	|	0.707	|	1.0
	437820	|	0.5	|	0.866	|	1.732
	437835	|	0.259	|	0.966	|	3.732
	437850	|	0.0	|	1.0	|	 UN 
	437865	|	-0.259	|	0.966	|	-3.732
	437880	|	-0.5	|	0.866	|	-1.732
	437895	|	-0.707	|	0.707	|	-1.0
	437910	|	-0.866	|	0.5	|	-0.577
	437925	|	-0.966	|	0.259	|	-0.268
	437940	|	-1.0	|	0.0	|	0.0
	437955	|	-0.966	|	-0.259	|	0.268
	437970	|	-0.866	|	-0.5	|	0.577
	437985	|	-0.707	|	-0.707	|	1.0
	438000	|	-0.5	|	-0.866	|	1.732
	438015	|	-0.259	|	-0.966	|	3.732
	438030	|	0.0	|	-1.0	|	 UN 
	438045	|	0.259	|	-0.966	|	-3.732
	438060	|	0.5	|	-0.866	|	-1.732
	438075	|	0.707	|	-0.707	|	-1.0
	438090	|	0.866	|	-0.5	|	-0.577
	438105	|	0.966	|	-0.259	|	-0.268
	438120	|	1.0	|	0.0	|	0.0
	438135	|	0.966	|	0.259	|	0.268
	438150	|	0.866	|	0.5	|	0.577
	438165	|	0.707	|	0.707	|	1.0
	438180	|	0.5	|	0.866	|	1.732
	438195	|	0.259	|	0.966	|	3.732
	438210	|	0.0	|	1.0	|	 UN 
	438225	|	-0.259	|	0.966	|	-3.732
	438240	|	-0.5	|	0.866	|	-1.732
	438255	|	-0.707	|	0.707	|	-1.0
	438270	|	-0.866	|	0.5	|	-0.577
	438285	|	-0.966	|	0.259	|	-0.268
	438300	|	-1.0	|	0.0	|	0.0
	438315	|	-0.966	|	-0.259	|	0.268
	438330	|	-0.866	|	-0.5	|	0.577
	438345	|	-0.707	|	-0.707	|	1.0
	438360	|	-0.5	|	-0.866	|	1.732
	438375	|	-0.259	|	-0.966	|	3.732
	438390	|	0.0	|	-1.0	|	 UN 
	438405	|	0.259	|	-0.966	|	-3.732
	438420	|	0.5	|	-0.866	|	-1.732
	438435	|	0.707	|	-0.707	|	-1.0
	438450	|	0.866	|	-0.5	|	-0.577
	438465	|	0.966	|	-0.259	|	-0.268
	438480	|	1.0	|	0.0	|	0.0
	438495	|	0.966	|	0.259	|	0.268
	438510	|	0.866	|	0.5	|	0.577
	438525	|	0.707	|	0.707	|	1.0
	438540	|	0.5	|	0.866	|	1.732
	438555	|	0.259	|	0.966	|	3.732
	438570	|	0.0	|	1.0	|	 UN 
	438585	|	-0.259	|	0.966	|	-3.732
	438600	|	-0.5	|	0.866	|	-1.732
	438615	|	-0.707	|	0.707	|	-1.0
	438630	|	-0.866	|	0.5	|	-0.577
	438645	|	-0.966	|	0.259	|	-0.268
	438660	|	-1.0	|	0.0	|	0.0
	438675	|	-0.966	|	-0.259	|	0.268
	438690	|	-0.866	|	-0.5	|	0.577
	438705	|	-0.707	|	-0.707	|	1.0
	438720	|	-0.5	|	-0.866	|	1.732
	438735	|	-0.259	|	-0.966	|	3.732
	438750	|	0.0	|	-1.0	|	 UN 
	438765	|	0.259	|	-0.966	|	-3.732
	438780	|	0.5	|	-0.866	|	-1.732
	438795	|	0.707	|	-0.707	|	-1.0
	438810	|	0.866	|	-0.5	|	-0.577
	438825	|	0.966	|	-0.259	|	-0.268
	438840	|	1.0	|	0.0	|	0.0
	438855	|	0.966	|	0.259	|	0.268
	438870	|	0.866	|	0.5	|	0.577
	438885	|	0.707	|	0.707	|	1.0
	438900	|	0.5	|	0.866	|	1.732
	438915	|	0.259	|	0.966	|	3.732
	438930	|	0.0	|	1.0	|	 UN 
	438945	|	-0.259	|	0.966	|	-3.732
	438960	|	-0.5	|	0.866	|	-1.732
