radian measurement is represented as rad
	rad 	|	cos	|	sin	|	tan
	421095	|	-0.259	|	-0.966	|	3.732
	421110	|	0.0	|	-1.0	|	 UN 
	421125	|	0.259	|	-0.966	|	-3.732
	421140	|	0.5	|	-0.866	|	-1.732
	421155	|	0.707	|	-0.707	|	-1.0
	421170	|	0.866	|	-0.5	|	-0.577
	421185	|	0.966	|	-0.259	|	-0.268
	421200	|	1.0	|	0.0	|	0.0
	421215	|	0.966	|	0.259	|	0.268
	421230	|	0.866	|	0.5	|	0.577
	421245	|	0.707	|	0.707	|	1.0
	421260	|	0.5	|	0.866	|	1.732
	421275	|	0.259	|	0.966	|	3.732
	421290	|	0.0	|	1.0	|	 UN 
	421305	|	-0.259	|	0.966	|	-3.732
	421320	|	-0.5	|	0.866	|	-1.732
	421335	|	-0.707	|	0.707	|	-1.0
	421350	|	-0.866	|	0.5	|	-0.577
	421365	|	-0.966	|	0.259	|	-0.268
	421380	|	-1.0	|	0.0	|	0.0
	421395	|	-0.966	|	-0.259	|	0.268
	421410	|	-0.866	|	-0.5	|	0.577
	421425	|	-0.707	|	-0.707	|	1.0
	421440	|	-0.5	|	-0.866	|	1.732
	421455	|	-0.259	|	-0.966	|	3.732
	421470	|	0.0	|	-1.0	|	 UN 
	421485	|	0.259	|	-0.966	|	-3.732
	421500	|	0.5	|	-0.866	|	-1.732
	421515	|	0.707	|	-0.707	|	-1.0
	421530	|	0.866	|	-0.5	|	-0.577
	421545	|	0.966	|	-0.259	|	-0.268
	421560	|	1.0	|	0.0	|	0.0
	421575	|	0.966	|	0.259	|	0.268
	421590	|	0.866	|	0.5	|	0.577
	421605	|	0.707	|	0.707	|	1.0
	421620	|	0.5	|	0.866	|	1.732
	421635	|	0.259	|	0.966	|	3.732
	421650	|	0.0	|	1.0	|	 UN 
	421665	|	-0.259	|	0.966	|	-3.732
	421680	|	-0.5	|	0.866	|	-1.732
	421695	|	-0.707	|	0.707	|	-1.0
	421710	|	-0.866	|	0.5	|	-0.577
	421725	|	-0.966	|	0.259	|	-0.268
	421740	|	-1.0	|	0.0	|	0.0
	421755	|	-0.966	|	-0.259	|	0.268
	421770	|	-0.866	|	-0.5	|	0.577
	421785	|	-0.707	|	-0.707	|	1.0
	421800	|	-0.5	|	-0.866	|	1.732
	421815	|	-0.259	|	-0.966	|	3.732
	421830	|	0.0	|	-1.0	|	 UN 
	421845	|	0.259	|	-0.966	|	-3.732
	421860	|	0.5	|	-0.866	|	-1.732
	421875	|	0.707	|	-0.707	|	-1.0
	421890	|	0.866	|	-0.5	|	-0.577
	421905	|	0.966	|	-0.259	|	-0.268
	421920	|	1.0	|	0.0	|	0.0
	421935	|	0.966	|	0.259	|	0.268
	421950	|	0.866	|	0.5	|	0.577
	421965	|	0.707	|	0.707	|	1.0
	421980	|	0.5	|	0.866	|	1.732
	421995	|	0.259	|	0.966	|	3.732
	422010	|	0.0	|	1.0	|	 UN 
	422025	|	-0.259	|	0.966	|	-3.732
	422040	|	-0.5	|	0.866	|	-1.732
	422055	|	-0.707	|	0.707	|	-1.0
	422070	|	-0.866	|	0.5	|	-0.577
	422085	|	-0.966	|	0.259	|	-0.268
	422100	|	-1.0	|	0.0	|	0.0
	422115	|	-0.966	|	-0.259	|	0.268
	422130	|	-0.866	|	-0.5	|	0.577
	422145	|	-0.707	|	-0.707	|	1.0
	422160	|	-0.5	|	-0.866	|	1.732
	422175	|	-0.259	|	-0.966	|	3.732
	422190	|	0.0	|	-1.0	|	 UN 
	422205	|	0.259	|	-0.966	|	-3.732
	422220	|	0.5	|	-0.866	|	-1.732
	422235	|	0.707	|	-0.707	|	-1.0
	422250	|	0.866	|	-0.5	|	-0.577
	422265	|	0.966	|	-0.259	|	-0.268
	422280	|	1.0	|	0.0	|	0.0
	422295	|	0.966	|	0.259	|	0.268
	422310	|	0.866	|	0.5	|	0.577
	422325	|	0.707	|	0.707	|	1.0
	422340	|	0.5	|	0.866	|	1.732
	422355	|	0.259	|	0.966	|	3.732
	422370	|	0.0	|	1.0	|	 UN 
	422385	|	-0.259	|	0.966	|	-3.732
	422400	|	-0.5	|	0.866	|	-1.732
	422415	|	-0.707	|	0.707	|	-1.0
	422430	|	-0.866	|	0.5	|	-0.577
	422445	|	-0.966	|	0.259	|	-0.268
	422460	|	-1.0	|	0.0	|	0.0
	422475	|	-0.966	|	-0.259	|	0.268
	422490	|	-0.866	|	-0.5	|	0.577
	422505	|	-0.707	|	-0.707	|	1.0
	422520	|	-0.5	|	-0.866	|	1.732
	422535	|	-0.259	|	-0.966	|	3.732
	422550	|	0.0	|	-1.0	|	 UN 
	422565	|	0.259	|	-0.966	|	-3.732
	422580	|	0.5	|	-0.866	|	-1.732
	422595	|	0.707	|	-0.707	|	-1.0
	422610	|	0.866	|	-0.5	|	-0.577
	422625	|	0.966	|	-0.259	|	-0.268
	422640	|	1.0	|	0.0	|	0.0
	422655	|	0.966	|	0.259	|	0.268
	422670	|	0.866	|	0.5	|	0.577
	422685	|	0.707	|	0.707	|	1.0
	422700	|	0.5	|	0.866	|	1.732
	422715	|	0.259	|	0.966	|	3.732
	422730	|	0.0	|	1.0	|	 UN 
	422745	|	-0.259	|	0.966	|	-3.732
	422760	|	-0.5	|	0.866	|	-1.732
	422775	|	-0.707	|	0.707	|	-1.0
	422790	|	-0.866	|	0.5	|	-0.577
	422805	|	-0.966	|	0.259	|	-0.268
	422820	|	-1.0	|	0.0	|	0.0
	422835	|	-0.966	|	-0.259	|	0.268
	422850	|	-0.866	|	-0.5	|	0.577
	422865	|	-0.707	|	-0.707	|	1.0
	422880	|	-0.5	|	-0.866	|	1.732
	422895	|	-0.259	|	-0.966	|	3.732
	422910	|	0.0	|	-1.0	|	 UN 
	422925	|	0.259	|	-0.966	|	-3.732
	422940	|	0.5	|	-0.866	|	-1.732
	422955	|	0.707	|	-0.707	|	-1.0
	422970	|	0.866	|	-0.5	|	-0.577
	422985	|	0.966	|	-0.259	|	-0.268
	423000	|	1.0	|	0.0	|	0.0
	423015	|	0.966	|	0.259	|	0.268
	423030	|	0.866	|	0.5	|	0.577
	423045	|	0.707	|	0.707	|	1.0
	423060	|	0.5	|	0.866	|	1.732
	423075	|	0.259	|	0.966	|	3.732
	423090	|	0.0	|	1.0	|	 UN 
	423105	|	-0.259	|	0.966	|	-3.732
	423120	|	-0.5	|	0.866	|	-1.732
	423135	|	-0.707	|	0.707	|	-1.0
	423150	|	-0.866	|	0.5	|	-0.577
	423165	|	-0.966	|	0.259	|	-0.268
	423180	|	-1.0	|	0.0	|	0.0
	423195	|	-0.966	|	-0.259	|	0.268
	423210	|	-0.866	|	-0.5	|	0.577
	423225	|	-0.707	|	-0.707	|	1.0
	423240	|	-0.5	|	-0.866	|	1.732
	423255	|	-0.259	|	-0.966	|	3.732
	423270	|	0.0	|	-1.0	|	 UN 
	423285	|	0.259	|	-0.966	|	-3.732
	423300	|	0.5	|	-0.866	|	-1.732
	423315	|	0.707	|	-0.707	|	-1.0
	423330	|	0.866	|	-0.5	|	-0.577
	423345	|	0.966	|	-0.259	|	-0.268
	423360	|	1.0	|	0.0	|	0.0
	423375	|	0.966	|	0.259	|	0.268
	423390	|	0.866	|	0.5	|	0.577
	423405	|	0.707	|	0.707	|	1.0
	423420	|	0.5	|	0.866	|	1.732
	423435	|	0.259	|	0.966	|	3.732
	423450	|	0.0	|	1.0	|	 UN 
	423465	|	-0.259	|	0.966	|	-3.732
	423480	|	-0.5	|	0.866	|	-1.732
	423495	|	-0.707	|	0.707	|	-1.0
	423510	|	-0.866	|	0.5	|	-0.577
	423525	|	-0.966	|	0.259	|	-0.268
	423540	|	-1.0	|	0.0	|	0.0
	423555	|	-0.966	|	-0.259	|	0.268
	423570	|	-0.866	|	-0.5	|	0.577
	423585	|	-0.707	|	-0.707	|	1.0
	423600	|	-0.5	|	-0.866	|	1.732
	423615	|	-0.259	|	-0.966	|	3.732
	423630	|	0.0	|	-1.0	|	 UN 
	423645	|	0.259	|	-0.966	|	-3.732
	423660	|	0.5	|	-0.866	|	-1.732
	423675	|	0.707	|	-0.707	|	-1.0
	423690	|	0.866	|	-0.5	|	-0.577
	423705	|	0.966	|	-0.259	|	-0.268
	423720	|	1.0	|	0.0	|	0.0
	423735	|	0.966	|	0.259	|	0.268
	423750	|	0.866	|	0.5	|	0.577
	423765	|	0.707	|	0.707	|	1.0
	423780	|	0.5	|	0.866	|	1.732
	423795	|	0.259	|	0.966	|	3.732
	423810	|	0.0	|	1.0	|	 UN 
	423825	|	-0.259	|	0.966	|	-3.732
	423840	|	-0.5	|	0.866	|	-1.732
	423855	|	-0.707	|	0.707	|	-1.0
	423870	|	-0.866	|	0.5	|	-0.577
	423885	|	-0.966	|	0.259	|	-0.268
	423900	|	-1.0	|	0.0	|	0.0
	423915	|	-0.966	|	-0.259	|	0.268
	423930	|	-0.866	|	-0.5	|	0.577
	423945	|	-0.707	|	-0.707	|	1.0
	423960	|	-0.5	|	-0.866	|	1.732
	423975	|	-0.259	|	-0.966	|	3.732
	423990	|	0.0	|	-1.0	|	 UN 
	424005	|	0.259	|	-0.966	|	-3.732
	424020	|	0.5	|	-0.866	|	-1.732
	424035	|	0.707	|	-0.707	|	-1.0
	424050	|	0.866	|	-0.5	|	-0.577
	424065	|	0.966	|	-0.259	|	-0.268
	424080	|	1.0	|	0.0	|	0.0
	424095	|	0.966	|	0.259	|	0.268
	424110	|	0.866	|	0.5	|	0.577
	424125	|	0.707	|	0.707	|	1.0
	424140	|	0.5	|	0.866	|	1.732
	424155	|	0.259	|	0.966	|	3.732
	424170	|	0.0	|	1.0	|	 UN 
	424185	|	-0.259	|	0.966	|	-3.732
	424200	|	-0.5	|	0.866	|	-1.732
	424215	|	-0.707	|	0.707	|	-1.0
	424230	|	-0.866	|	0.5	|	-0.577
	424245	|	-0.966	|	0.259	|	-0.268
	424260	|	-1.0	|	0.0	|	0.0
	424275	|	-0.966	|	-0.259	|	0.268
	424290	|	-0.866	|	-0.5	|	0.577
	424305	|	-0.707	|	-0.707	|	1.0
	424320	|	-0.5	|	-0.866	|	1.732
	424335	|	-0.259	|	-0.966	|	3.732
	424350	|	0.0	|	-1.0	|	 UN 
	424365	|	0.259	|	-0.966	|	-3.732
	424380	|	0.5	|	-0.866	|	-1.732
	424395	|	0.707	|	-0.707	|	-1.0
	424410	|	0.866	|	-0.5	|	-0.577
	424425	|	0.966	|	-0.259	|	-0.268
	424440	|	1.0	|	0.0	|	0.0
	424455	|	0.966	|	0.259	|	0.268
	424470	|	0.866	|	0.5	|	0.577
	424485	|	0.707	|	0.707	|	1.0
	424500	|	0.5	|	0.866	|	1.732
	424515	|	0.259	|	0.966	|	3.732
	424530	|	0.0	|	1.0	|	 UN 
	424545	|	-0.259	|	0.966	|	-3.732
	424560	|	-0.5	|	0.866	|	-1.732
	424575	|	-0.707	|	0.707	|	-1.0
	424590	|	-0.866	|	0.5	|	-0.577
	424605	|	-0.966	|	0.259	|	-0.268
	424620	|	-1.0	|	0.0	|	0.0
	424635	|	-0.966	|	-0.259	|	0.268
	424650	|	-0.866	|	-0.5	|	0.577
	424665	|	-0.707	|	-0.707	|	1.0
	424680	|	-0.5	|	-0.866	|	1.732
	424695	|	-0.259	|	-0.966	|	3.732
	424710	|	0.0	|	-1.0	|	 UN 
	424725	|	0.259	|	-0.966	|	-3.732
	424740	|	0.5	|	-0.866	|	-1.732
	424755	|	0.707	|	-0.707	|	-1.0
	424770	|	0.866	|	-0.5	|	-0.577
	424785	|	0.966	|	-0.259	|	-0.268
	424800	|	1.0	|	0.0	|	0.0
	424815	|	0.966	|	0.259	|	0.268
	424830	|	0.866	|	0.5	|	0.577
	424845	|	0.707	|	0.707	|	1.0
	424860	|	0.5	|	0.866	|	1.732
	424875	|	0.259	|	0.966	|	3.732
	424890	|	0.0	|	1.0	|	 UN 
	424905	|	-0.259	|	0.966	|	-3.732
	424920	|	-0.5	|	0.866	|	-1.732
	424935	|	-0.707	|	0.707	|	-1.0
	424950	|	-0.866	|	0.5	|	-0.577
	424965	|	-0.966	|	0.259	|	-0.268
	424980	|	-1.0	|	0.0	|	0.0
	424995	|	-0.966	|	-0.259	|	0.268
	425010	|	-0.866	|	-0.5	|	0.577
	425025	|	-0.707	|	-0.707	|	1.0
	425040	|	-0.5	|	-0.866	|	1.732
	425055	|	-0.259	|	-0.966	|	3.732
	425070	|	0.0	|	-1.0	|	 UN 
	425085	|	0.259	|	-0.966	|	-3.732
	425100	|	0.5	|	-0.866	|	-1.732
	425115	|	0.707	|	-0.707	|	-1.0
	425130	|	0.866	|	-0.5	|	-0.577
	425145	|	0.966	|	-0.259	|	-0.268
	425160	|	1.0	|	0.0	|	0.0
	425175	|	0.966	|	0.259	|	0.268
	425190	|	0.866	|	0.5	|	0.577
	425205	|	0.707	|	0.707	|	1.0
	425220	|	0.5	|	0.866	|	1.732
	425235	|	0.259	|	0.966	|	3.732
	425250	|	0.0	|	1.0	|	 UN 
	425265	|	-0.259	|	0.966	|	-3.732
	425280	|	-0.5	|	0.866	|	-1.732
	425295	|	-0.707	|	0.707	|	-1.0
	425310	|	-0.866	|	0.5	|	-0.577
	425325	|	-0.966	|	0.259	|	-0.268
	425340	|	-1.0	|	0.0	|	0.0
	425355	|	-0.966	|	-0.259	|	0.268
	425370	|	-0.866	|	-0.5	|	0.577
	425385	|	-0.707	|	-0.707	|	1.0
	425400	|	-0.5	|	-0.866	|	1.732
	425415	|	-0.259	|	-0.966	|	3.732
	425430	|	0.0	|	-1.0	|	 UN 
	425445	|	0.259	|	-0.966	|	-3.732
	425460	|	0.5	|	-0.866	|	-1.732
	425475	|	0.707	|	-0.707	|	-1.0
	425490	|	0.866	|	-0.5	|	-0.577
	425505	|	0.966	|	-0.259	|	-0.268
	425520	|	1.0	|	0.0	|	0.0
	425535	|	0.966	|	0.259	|	0.268
	425550	|	0.866	|	0.5	|	0.577
	425565	|	0.707	|	0.707	|	1.0
	425580	|	0.5	|	0.866	|	1.732
	425595	|	0.259	|	0.966	|	3.732
	425610	|	0.0	|	1.0	|	 UN 
	425625	|	-0.259	|	0.966	|	-3.732
	425640	|	-0.5	|	0.866	|	-1.732
	425655	|	-0.707	|	0.707	|	-1.0
	425670	|	-0.866	|	0.5	|	-0.577
	425685	|	-0.966	|	0.259	|	-0.268
	425700	|	-1.0	|	0.0	|	0.0
	425715	|	-0.966	|	-0.259	|	0.268
	425730	|	-0.866	|	-0.5	|	0.577
	425745	|	-0.707	|	-0.707	|	1.0
	425760	|	-0.5	|	-0.866	|	1.732
	425775	|	-0.259	|	-0.966	|	3.732
	425790	|	0.0	|	-1.0	|	 UN 
	425805	|	0.259	|	-0.966	|	-3.732
	425820	|	0.5	|	-0.866	|	-1.732
	425835	|	0.707	|	-0.707	|	-1.0
	425850	|	0.866	|	-0.5	|	-0.577
	425865	|	0.966	|	-0.259	|	-0.268
	425880	|	1.0	|	0.0	|	0.0
	425895	|	0.966	|	0.259	|	0.268
	425910	|	0.866	|	0.5	|	0.577
	425925	|	0.707	|	0.707	|	1.0
	425940	|	0.5	|	0.866	|	1.732
	425955	|	0.259	|	0.966	|	3.732
	425970	|	0.0	|	1.0	|	 UN 
	425985	|	-0.259	|	0.966	|	-3.732
	426000	|	-0.5	|	0.866	|	-1.732
	426015	|	-0.707	|	0.707	|	-1.0
	426030	|	-0.866	|	0.5	|	-0.577
	426045	|	-0.966	|	0.259	|	-0.268
	426060	|	-1.0	|	0.0	|	0.0
	426075	|	-0.966	|	-0.259	|	0.268
	426090	|	-0.866	|	-0.5	|	0.577
	426105	|	-0.707	|	-0.707	|	1.0
	426120	|	-0.5	|	-0.866	|	1.732
	426135	|	-0.259	|	-0.966	|	3.732
	426150	|	0.0	|	-1.0	|	 UN 
	426165	|	0.259	|	-0.966	|	-3.732
	426180	|	0.5	|	-0.866	|	-1.732
	426195	|	0.707	|	-0.707	|	-1.0
	426210	|	0.866	|	-0.5	|	-0.577
	426225	|	0.966	|	-0.259	|	-0.268
	426240	|	1.0	|	0.0	|	0.0
	426255	|	0.966	|	0.259	|	0.268
	426270	|	0.866	|	0.5	|	0.577
	426285	|	0.707	|	0.707	|	1.0
	426300	|	0.5	|	0.866	|	1.732
	426315	|	0.259	|	0.966	|	3.732
	426330	|	0.0	|	1.0	|	 UN 
	426345	|	-0.259	|	0.966	|	-3.732
	426360	|	-0.5	|	0.866	|	-1.732
	426375	|	-0.707	|	0.707	|	-1.0
	426390	|	-0.866	|	0.5	|	-0.577
	426405	|	-0.966	|	0.259	|	-0.268
	426420	|	-1.0	|	0.0	|	0.0
	426435	|	-0.966	|	-0.259	|	0.268
	426450	|	-0.866	|	-0.5	|	0.577
	426465	|	-0.707	|	-0.707	|	1.0
	426480	|	-0.5	|	-0.866	|	1.732
	426495	|	-0.259	|	-0.966	|	3.732
	426510	|	0.0	|	-1.0	|	 UN 
	426525	|	0.259	|	-0.966	|	-3.732
	426540	|	0.5	|	-0.866	|	-1.732
	426555	|	0.707	|	-0.707	|	-1.0
	426570	|	0.866	|	-0.5	|	-0.577
	426585	|	0.966	|	-0.259	|	-0.268
	426600	|	1.0	|	0.0	|	0.0
	426615	|	0.966	|	0.259	|	0.268
	426630	|	0.866	|	0.5	|	0.577
	426645	|	0.707	|	0.707	|	1.0
	426660	|	0.5	|	0.866	|	1.732
	426675	|	0.259	|	0.966	|	3.732
	426690	|	0.0	|	1.0	|	 UN 
	426705	|	-0.259	|	0.966	|	-3.732
	426720	|	-0.5	|	0.866	|	-1.732
	426735	|	-0.707	|	0.707	|	-1.0
	426750	|	-0.866	|	0.5	|	-0.577
	426765	|	-0.966	|	0.259	|	-0.268
	426780	|	-1.0	|	0.0	|	0.0
	426795	|	-0.966	|	-0.259	|	0.268
	426810	|	-0.866	|	-0.5	|	0.577
	426825	|	-0.707	|	-0.707	|	1.0
	426840	|	-0.5	|	-0.866	|	1.732
	426855	|	-0.259	|	-0.966	|	3.732
	426870	|	0.0	|	-1.0	|	 UN 
	426885	|	0.259	|	-0.966	|	-3.732
	426900	|	0.5	|	-0.866	|	-1.732
	426915	|	0.707	|	-0.707	|	-1.0
	426930	|	0.866	|	-0.5	|	-0.577
	426945	|	0.966	|	-0.259	|	-0.268
	426960	|	1.0	|	0.0	|	0.0
	426975	|	0.966	|	0.259	|	0.268
	426990	|	0.866	|	0.5	|	0.577
	427005	|	0.707	|	0.707	|	1.0
	427020	|	0.5	|	0.866	|	1.732
	427035	|	0.259	|	0.966	|	3.732
	427050	|	0.0	|	1.0	|	 UN 
	427065	|	-0.259	|	0.966	|	-3.732
	427080	|	-0.5	|	0.866	|	-1.732
	427095	|	-0.707	|	0.707	|	-1.0
	427110	|	-0.866	|	0.5	|	-0.577
	427125	|	-0.966	|	0.259	|	-0.268
	427140	|	-1.0	|	0.0	|	0.0
	427155	|	-0.966	|	-0.259	|	0.268
	427170	|	-0.866	|	-0.5	|	0.577
	427185	|	-0.707	|	-0.707	|	1.0
	427200	|	-0.5	|	-0.866	|	1.732
	427215	|	-0.259	|	-0.966	|	3.732
	427230	|	0.0	|	-1.0	|	 UN 
	427245	|	0.259	|	-0.966	|	-3.732
	427260	|	0.5	|	-0.866	|	-1.732
	427275	|	0.707	|	-0.707	|	-1.0
	427290	|	0.866	|	-0.5	|	-0.577
	427305	|	0.966	|	-0.259	|	-0.268
	427320	|	1.0	|	0.0	|	0.0
	427335	|	0.966	|	0.259	|	0.268
	427350	|	0.866	|	0.5	|	0.577
	427365	|	0.707	|	0.707	|	1.0
	427380	|	0.5	|	0.866	|	1.732
	427395	|	0.259	|	0.966	|	3.732
	427410	|	0.0	|	1.0	|	 UN 
	427425	|	-0.259	|	0.966	|	-3.732
	427440	|	-0.5	|	0.866	|	-1.732
	427455	|	-0.707	|	0.707	|	-1.0
	427470	|	-0.866	|	0.5	|	-0.577
	427485	|	-0.966	|	0.259	|	-0.268
	427500	|	-1.0	|	0.0	|	0.0
	427515	|	-0.966	|	-0.259	|	0.268
	427530	|	-0.866	|	-0.5	|	0.577
	427545	|	-0.707	|	-0.707	|	1.0
	427560	|	-0.5	|	-0.866	|	1.732
	427575	|	-0.259	|	-0.966	|	3.732
	427590	|	0.0	|	-1.0	|	 UN 
	427605	|	0.259	|	-0.966	|	-3.732
	427620	|	0.5	|	-0.866	|	-1.732
	427635	|	0.707	|	-0.707	|	-1.0
	427650	|	0.866	|	-0.5	|	-0.577
	427665	|	0.966	|	-0.259	|	-0.268
	427680	|	1.0	|	0.0	|	0.0
	427695	|	0.966	|	0.259	|	0.268
	427710	|	0.866	|	0.5	|	0.577
	427725	|	0.707	|	0.707	|	1.0
	427740	|	0.5	|	0.866	|	1.732
	427755	|	0.259	|	0.966	|	3.732
	427770	|	0.0	|	1.0	|	 UN 
	427785	|	-0.259	|	0.966	|	-3.732
	427800	|	-0.5	|	0.866	|	-1.732
	427815	|	-0.707	|	0.707	|	-1.0
	427830	|	-0.866	|	0.5	|	-0.577
	427845	|	-0.966	|	0.259	|	-0.268
	427860	|	-1.0	|	0.0	|	0.0
	427875	|	-0.966	|	-0.259	|	0.268
	427890	|	-0.866	|	-0.5	|	0.577
	427905	|	-0.707	|	-0.707	|	1.0
	427920	|	-0.5	|	-0.866	|	1.732
	427935	|	-0.259	|	-0.966	|	3.732
	427950	|	0.0	|	-1.0	|	 UN 
	427965	|	0.259	|	-0.966	|	-3.732
	427980	|	0.5	|	-0.866	|	-1.732
	427995	|	0.707	|	-0.707	|	-1.0
	428010	|	0.866	|	-0.5	|	-0.577
	428025	|	0.966	|	-0.259	|	-0.268
	428040	|	1.0	|	0.0	|	0.0
	428055	|	0.966	|	0.259	|	0.268
	428070	|	0.866	|	0.5	|	0.577
	428085	|	0.707	|	0.707	|	1.0
	428100	|	0.5	|	0.866	|	1.732
	428115	|	0.259	|	0.966	|	3.732
	428130	|	0.0	|	1.0	|	 UN 
	428145	|	-0.259	|	0.966	|	-3.732
	428160	|	-0.5	|	0.866	|	-1.732
	428175	|	-0.707	|	0.707	|	-1.0
	428190	|	-0.866	|	0.5	|	-0.577
	428205	|	-0.966	|	0.259	|	-0.268
	428220	|	-1.0	|	0.0	|	0.0
	428235	|	-0.966	|	-0.259	|	0.268
	428250	|	-0.866	|	-0.5	|	0.577
	428265	|	-0.707	|	-0.707	|	1.0
	428280	|	-0.5	|	-0.866	|	1.732
	428295	|	-0.259	|	-0.966	|	3.732
	428310	|	0.0	|	-1.0	|	 UN 
	428325	|	0.259	|	-0.966	|	-3.732
	428340	|	0.5	|	-0.866	|	-1.732
	428355	|	0.707	|	-0.707	|	-1.0
	428370	|	0.866	|	-0.5	|	-0.577
	428385	|	0.966	|	-0.259	|	-0.268
	428400	|	1.0	|	0.0	|	0.0
	428415	|	0.966	|	0.259	|	0.268
	428430	|	0.866	|	0.5	|	0.577
	428445	|	0.707	|	0.707	|	1.0
	428460	|	0.5	|	0.866	|	1.732
	428475	|	0.259	|	0.966	|	3.732
	428490	|	0.0	|	1.0	|	 UN 
	428505	|	-0.259	|	0.966	|	-3.732
	428520	|	-0.5	|	0.866	|	-1.732
	428535	|	-0.707	|	0.707	|	-1.0
	428550	|	-0.866	|	0.5	|	-0.577
	428565	|	-0.966	|	0.259	|	-0.268
	428580	|	-1.0	|	0.0	|	0.0
	428595	|	-0.966	|	-0.259	|	0.268
	428610	|	-0.866	|	-0.5	|	0.577
	428625	|	-0.707	|	-0.707	|	1.0
	428640	|	-0.5	|	-0.866	|	1.732
	428655	|	-0.259	|	-0.966	|	3.732
	428670	|	0.0	|	-1.0	|	 UN 
	428685	|	0.259	|	-0.966	|	-3.732
	428700	|	0.5	|	-0.866	|	-1.732
	428715	|	0.707	|	-0.707	|	-1.0
	428730	|	0.866	|	-0.5	|	-0.577
	428745	|	0.966	|	-0.259	|	-0.268
	428760	|	1.0	|	0.0	|	0.0
	428775	|	0.966	|	0.259	|	0.268
	428790	|	0.866	|	0.5	|	0.577
	428805	|	0.707	|	0.707	|	1.0
	428820	|	0.5	|	0.866	|	1.732
	428835	|	0.259	|	0.966	|	3.732
	428850	|	0.0	|	1.0	|	 UN 
	428865	|	-0.259	|	0.966	|	-3.732
	428880	|	-0.5	|	0.866	|	-1.732
	428895	|	-0.707	|	0.707	|	-1.0
	428910	|	-0.866	|	0.5	|	-0.577
	428925	|	-0.966	|	0.259	|	-0.268
	428940	|	-1.0	|	0.0	|	0.0
	428955	|	-0.966	|	-0.259	|	0.268
	428970	|	-0.866	|	-0.5	|	0.577
	428985	|	-0.707	|	-0.707	|	1.0
	429000	|	-0.5	|	-0.866	|	1.732
	429015	|	-0.259	|	-0.966	|	3.732
	429030	|	0.0	|	-1.0	|	 UN 
	429045	|	0.259	|	-0.966	|	-3.732
	429060	|	0.5	|	-0.866	|	-1.732
	429075	|	0.707	|	-0.707	|	-1.0
	429090	|	0.866	|	-0.5	|	-0.577
	429105	|	0.966	|	-0.259	|	-0.268
	429120	|	1.0	|	0.0	|	0.0
	429135	|	0.966	|	0.259	|	0.268
	429150	|	0.866	|	0.5	|	0.577
	429165	|	0.707	|	0.707	|	1.0
	429180	|	0.5	|	0.866	|	1.732
	429195	|	0.259	|	0.966	|	3.732
	429210	|	0.0	|	1.0	|	 UN 
	429225	|	-0.259	|	0.966	|	-3.732
	429240	|	-0.5	|	0.866	|	-1.732
	429255	|	-0.707	|	0.707	|	-1.0
	429270	|	-0.866	|	0.5	|	-0.577
	429285	|	-0.966	|	0.259	|	-0.268
	429300	|	-1.0	|	0.0	|	0.0
	429315	|	-0.966	|	-0.259	|	0.268
	429330	|	-0.866	|	-0.5	|	0.577
	429345	|	-0.707	|	-0.707	|	1.0
	429360	|	-0.5	|	-0.866	|	1.732
	429375	|	-0.259	|	-0.966	|	3.732
	429390	|	0.0	|	-1.0	|	 UN 
	429405	|	0.259	|	-0.966	|	-3.732
	429420	|	0.5	|	-0.866	|	-1.732
	429435	|	0.707	|	-0.707	|	-1.0
	429450	|	0.866	|	-0.5	|	-0.577
	429465	|	0.966	|	-0.259	|	-0.268
	429480	|	1.0	|	0.0	|	0.0
	429495	|	0.966	|	0.259	|	0.268
	429510	|	0.866	|	0.5	|	0.577
	429525	|	0.707	|	0.707	|	1.0
	429540	|	0.5	|	0.866	|	1.732
	429555	|	0.259	|	0.966	|	3.732
	429570	|	0.0	|	1.0	|	 UN 
	429585	|	-0.259	|	0.966	|	-3.732
	429600	|	-0.5	|	0.866	|	-1.732
	429615	|	-0.707	|	0.707	|	-1.0
	429630	|	-0.866	|	0.5	|	-0.577
	429645	|	-0.966	|	0.259	|	-0.268
	429660	|	-1.0	|	0.0	|	0.0
	429675	|	-0.966	|	-0.259	|	0.268
	429690	|	-0.866	|	-0.5	|	0.577
	429705	|	-0.707	|	-0.707	|	1.0
	429720	|	-0.5	|	-0.866	|	1.732
	429735	|	-0.259	|	-0.966	|	3.732
	429750	|	0.0	|	-1.0	|	 UN 
	429765	|	0.259	|	-0.966	|	-3.732
	429780	|	0.5	|	-0.866	|	-1.732
	429795	|	0.707	|	-0.707	|	-1.0
	429810	|	0.866	|	-0.5	|	-0.577
	429825	|	0.966	|	-0.259	|	-0.268
	429840	|	1.0	|	0.0	|	0.0
	429855	|	0.966	|	0.259	|	0.268
	429870	|	0.866	|	0.5	|	0.577
	429885	|	0.707	|	0.707	|	1.0
	429900	|	0.5	|	0.866	|	1.732
	429915	|	0.259	|	0.966	|	3.732
	429930	|	0.0	|	1.0	|	 UN 
	429945	|	-0.259	|	0.966	|	-3.732
	429960	|	-0.5	|	0.866	|	-1.732
	429975	|	-0.707	|	0.707	|	-1.0
	429990	|	-0.866	|	0.5	|	-0.577
	430005	|	-0.966	|	0.259	|	-0.268
	430020	|	-1.0	|	0.0	|	0.0
